Customer ID,Customer Name,Email,Plan Name,Monthly Fee,Order Date,Status,Churn Date,Last Login Date,Total Logins,Support Tickets,Country,Sales Amount,Product Name
SUB-3168,Subscriber 3168,subscriber_3168@gmail.com,Basic,29.0,2026-05-26,Active,,2026-05-14,315,3,United Kingdom,29.0,SaaS Basic Subscription
SUB-3169,Subscriber 3169,subscriber_3169@gmail.com,Basic,29.0,2026-01-20,Active,,2026-06-08,216,5,United Kingdom,29.0,SaaS Basic Subscription
SUB-3170,Subscriber 3170,subscriber_3170@gmail.com,Basic,29.0,2025-06-27,Active,,2026-06-14,62,6,Australia,29.0,SaaS Basic Subscription
SUB-3171,Subscriber 3171,subscriber_3171@gmail.com,Basic,29.0,2026-05-03,Active,,2026-05-16,473,8,Australia,29.0,SaaS Basic Subscription
SUB-3172,Subscriber 3172,subscriber_3172@gmail.com,Professional,79.0,2026-05-29,Active,,2026-06-04,50,10,Australia,79.0,SaaS Professional Subscription
SUB-3173,Subscriber 3173,subscriber_3173@gmail.com,Enterprise,249.0,2025-10-29,Active,,2026-06-02,473,1,Australia,249.0,SaaS Enterprise Subscription
SUB-3174,Subscriber 3174,subscriber_3174@gmail.com,Professional,79.0,2025-09-06,Active,,2026-05-14,345,12,United Kingdom,79.0,SaaS Professional Subscription
SUB-3175,Subscriber 3175,subscriber_3175@gmail.com,Basic,29.0,2025-08-01,Active,,2026-06-01,372,9,United Kingdom,29.0,SaaS Basic Subscription
SUB-3176,Subscriber 3176,subscriber_3176@gmail.com,Professional,79.0,2026-05-24,Active,,2026-05-23,305,7,Canada,79.0,SaaS Professional Subscription
SUB-3177,Subscriber 3177,subscriber_3177@gmail.com,Basic,29.0,2025-08-22,Active,,2026-05-17,416,1,Canada,29.0,SaaS Basic Subscription
SUB-3178,Subscriber 3178,subscriber_3178@gmail.com,Basic,29.0,2025-07-06,Active,,2026-06-09,154,1,Australia,29.0,SaaS Basic Subscription
SUB-3179,Subscriber 3179,subscriber_3179@gmail.com,Basic,29.0,2025-09-25,Active,,2026-05-27,290,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3180,Subscriber 3180,subscriber_3180@gmail.com,Basic,29.0,2026-04-20,Active,,2026-05-21,120,4,United Kingdom,29.0,SaaS Basic Subscription
SUB-3181,Subscriber 3181,subscriber_3181@gmail.com,Basic,29.0,2026-01-13,Active,,2026-05-20,480,10,Canada,29.0,SaaS Basic Subscription
SUB-3182,Subscriber 3182,subscriber_3182@gmail.com,Professional,79.0,2026-04-10,Active,,2026-05-22,407,3,United Kingdom,79.0,SaaS Professional Subscription
SUB-3183,Subscriber 3183,subscriber_3183@gmail.com,Professional,79.0,2026-06-24,Active,,2026-05-24,459,12,United Kingdom,79.0,SaaS Professional Subscription
SUB-3184,Subscriber 3184,subscriber_3184@gmail.com,Basic,29.0,2026-04-06,Active,,2026-06-24,320,1,Canada,29.0,SaaS Basic Subscription
SUB-3185,Subscriber 3185,subscriber_3185@gmail.com,Basic,29.0,2026-05-07,Churned,2026-06-23,2026-05-12,188,13,United Kingdom,29.0,SaaS Basic Subscription
SUB-3186,Subscriber 3186,subscriber_3186@gmail.com,Professional,79.0,2025-08-11,Active,,2026-05-19,102,3,United Kingdom,79.0,SaaS Professional Subscription
SUB-3187,Subscriber 3187,subscriber_3187@gmail.com,Basic,29.0,2026-04-12,Active,,2026-05-16,460,12,Canada,29.0,SaaS Basic Subscription
SUB-3188,Subscriber 3188,subscriber_3188@gmail.com,Professional,79.0,2025-08-17,Active,,2026-06-15,249,10,United States,79.0,SaaS Professional Subscription
SUB-3189,Subscriber 3189,subscriber_3189@gmail.com,Professional,79.0,2025-11-29,Active,,2026-05-23,359,14,Australia,79.0,SaaS Professional Subscription
SUB-3190,Subscriber 3190,subscriber_3190@gmail.com,Basic,29.0,2025-09-09,Active,,2026-05-30,466,12,Australia,29.0,SaaS Basic Subscription
SUB-3191,Subscriber 3191,subscriber_3191@gmail.com,Enterprise,249.0,2025-08-15,Active,,2026-05-15,389,7,Australia,249.0,SaaS Enterprise Subscription
SUB-3192,Subscriber 3192,subscriber_3192@gmail.com,Professional,79.0,2025-09-16,Active,,2026-05-22,111,11,United States,79.0,SaaS Professional Subscription
SUB-3193,Subscriber 3193,subscriber_3193@gmail.com,Basic,29.0,2025-07-12,Active,,2026-06-20,174,3,Australia,29.0,SaaS Basic Subscription
SUB-3194,Subscriber 3194,subscriber_3194@gmail.com,Professional,79.0,2025-11-03,Active,,2026-06-13,136,14,Australia,79.0,SaaS Professional Subscription
SUB-3195,Subscriber 3195,subscriber_3195@gmail.com,Professional,79.0,2026-02-24,Churned,2026-09-21,2026-06-06,160,5,Australia,79.0,SaaS Professional Subscription
SUB-3196,Subscriber 3196,subscriber_3196@gmail.com,Basic,29.0,2025-12-24,Active,,2026-05-25,483,12,United Kingdom,29.0,SaaS Basic Subscription
SUB-3197,Subscriber 3197,subscriber_3197@gmail.com,Basic,29.0,2026-02-22,Active,,2026-06-18,406,6,Australia,29.0,SaaS Basic Subscription
SUB-3198,Subscriber 3198,subscriber_3198@gmail.com,Professional,79.0,2025-11-22,Active,,2026-05-12,278,10,Australia,79.0,SaaS Professional Subscription
SUB-3199,Subscriber 3199,subscriber_3199@gmail.com,Professional,79.0,2025-09-02,Active,,2026-05-21,183,12,United States,79.0,SaaS Professional Subscription
SUB-3200,Subscriber 3200,subscriber_3200@gmail.com,Enterprise,249.0,2025-08-28,Active,,2026-05-12,314,9,Canada,249.0,SaaS Enterprise Subscription
SUB-3201,Subscriber 3201,subscriber_3201@gmail.com,Basic,29.0,2025-09-03,Active,,2026-06-16,368,4,Australia,29.0,SaaS Basic Subscription
SUB-3202,Subscriber 3202,subscriber_3202@gmail.com,Basic,29.0,2026-06-07,Active,,2026-05-19,76,3,Canada,29.0,SaaS Basic Subscription
SUB-3203,Subscriber 3203,subscriber_3203@gmail.com,Professional,79.0,2026-05-28,Active,,2026-05-16,139,6,United States,79.0,SaaS Professional Subscription
SUB-3204,Subscriber 3204,subscriber_3204@gmail.com,Basic,29.0,2026-01-03,Active,,2026-05-25,108,11,United Kingdom,29.0,SaaS Basic Subscription
SUB-3205,Subscriber 3205,subscriber_3205@gmail.com,Basic,29.0,2025-08-13,Active,,2026-06-05,400,10,United Kingdom,29.0,SaaS Basic Subscription
SUB-3206,Subscriber 3206,subscriber_3206@gmail.com,Basic,29.0,2025-11-10,Active,,2026-05-21,364,14,United States,29.0,SaaS Basic Subscription
SUB-3207,Subscriber 3207,subscriber_3207@gmail.com,Professional,79.0,2026-05-08,Churned,2026-12-06,2026-06-25,274,8,Australia,79.0,SaaS Professional Subscription
SUB-3208,Subscriber 3208,subscriber_3208@gmail.com,Basic,29.0,2025-08-20,Churned,2025-11-08,2026-06-11,275,5,Australia,29.0,SaaS Basic Subscription
SUB-3209,Subscriber 3209,subscriber_3209@gmail.com,Basic,29.0,2025-10-09,Churned,2025-11-21,2026-06-19,22,1,Australia,29.0,SaaS Basic Subscription
SUB-3210,Subscriber 3210,subscriber_3210@gmail.com,Basic,29.0,2026-06-22,Active,,2026-05-31,451,14,Australia,29.0,SaaS Basic Subscription
SUB-3211,Subscriber 3211,subscriber_3211@gmail.com,Basic,29.0,2026-04-20,Active,,2026-05-28,439,11,Canada,29.0,SaaS Basic Subscription
SUB-3212,Subscriber 3212,subscriber_3212@gmail.com,Basic,29.0,2026-05-14,Active,,2026-06-25,205,14,United States,29.0,SaaS Basic Subscription
SUB-3213,Subscriber 3213,subscriber_3213@gmail.com,Professional,79.0,2026-06-22,Churned,2026-10-04,2026-05-16,437,14,United States,79.0,SaaS Professional Subscription
SUB-3214,Subscriber 3214,subscriber_3214@gmail.com,Enterprise,249.0,2025-07-20,Churned,2026-01-05,2026-05-16,387,5,Canada,249.0,SaaS Enterprise Subscription
SUB-3215,Subscriber 3215,subscriber_3215@gmail.com,Professional,79.0,2025-10-12,Active,,2026-06-06,483,9,Australia,79.0,SaaS Professional Subscription
SUB-3216,Subscriber 3216,subscriber_3216@gmail.com,Basic,29.0,2025-07-31,Churned,2025-11-23,2026-05-13,293,11,Australia,29.0,SaaS Basic Subscription
SUB-3217,Subscriber 3217,subscriber_3217@gmail.com,Professional,79.0,2025-08-27,Active,,2026-06-24,225,11,Australia,79.0,SaaS Professional Subscription
SUB-3218,Subscriber 3218,subscriber_3218@gmail.com,Professional,79.0,2025-07-26,Active,,2026-06-21,445,14,Canada,79.0,SaaS Professional Subscription
SUB-3219,Subscriber 3219,subscriber_3219@gmail.com,Basic,29.0,2026-03-03,Active,,2026-05-22,262,9,United States,29.0,SaaS Basic Subscription
SUB-3220,Subscriber 3220,subscriber_3220@gmail.com,Basic,29.0,2025-11-15,Active,,2026-05-27,426,10,United Kingdom,29.0,SaaS Basic Subscription
SUB-3221,Subscriber 3221,subscriber_3221@gmail.com,Professional,79.0,2025-08-03,Churned,2025-12-15,2026-06-01,205,7,Australia,79.0,SaaS Professional Subscription
SUB-3222,Subscriber 3222,subscriber_3222@gmail.com,Professional,79.0,2025-12-28,Active,,2026-05-31,460,5,Canada,79.0,SaaS Professional Subscription
SUB-3223,Subscriber 3223,subscriber_3223@gmail.com,Basic,29.0,2025-12-10,Active,,2026-06-12,450,0,United States,29.0,SaaS Basic Subscription
SUB-3224,Subscriber 3224,subscriber_3224@gmail.com,Basic,29.0,2025-12-25,Active,,2026-05-18,108,11,United States,29.0,SaaS Basic Subscription
SUB-3225,Subscriber 3225,subscriber_3225@gmail.com,Basic,29.0,2026-04-24,Active,,2026-06-12,394,9,Canada,29.0,SaaS Basic Subscription
SUB-3226,Subscriber 3226,subscriber_3226@gmail.com,Professional,79.0,2026-03-31,Churned,2026-05-10,2026-05-20,287,3,Canada,79.0,SaaS Professional Subscription
SUB-3227,Subscriber 3227,subscriber_3227@gmail.com,Basic,29.0,2026-04-18,Active,,2026-06-11,160,13,United States,29.0,SaaS Basic Subscription
SUB-3228,Subscriber 3228,subscriber_3228@gmail.com,Basic,29.0,2026-06-14,Active,,2026-05-22,121,9,Australia,29.0,SaaS Basic Subscription
SUB-3229,Subscriber 3229,subscriber_3229@gmail.com,Professional,79.0,2026-03-21,Active,,2026-05-17,247,2,United States,79.0,SaaS Professional Subscription
SUB-3230,Subscriber 3230,subscriber_3230@gmail.com,Basic,29.0,2025-12-20,Active,,2026-06-11,231,7,United States,29.0,SaaS Basic Subscription
SUB-3231,Subscriber 3231,subscriber_3231@gmail.com,Basic,29.0,2026-05-28,Active,,2026-06-02,385,2,United States,29.0,SaaS Basic Subscription
SUB-3232,Subscriber 3232,subscriber_3232@gmail.com,Basic,29.0,2025-07-29,Active,,2026-06-13,267,8,Australia,29.0,SaaS Basic Subscription
SUB-3233,Subscriber 3233,subscriber_3233@gmail.com,Basic,29.0,2025-07-05,Active,,2026-06-24,390,12,Australia,29.0,SaaS Basic Subscription
SUB-3234,Subscriber 3234,subscriber_3234@gmail.com,Basic,29.0,2025-09-01,Active,,2026-05-29,370,11,United Kingdom,29.0,SaaS Basic Subscription
SUB-3235,Subscriber 3235,subscriber_3235@gmail.com,Enterprise,249.0,2025-11-18,Active,,2026-06-02,136,11,Canada,249.0,SaaS Enterprise Subscription
SUB-3236,Subscriber 3236,subscriber_3236@gmail.com,Basic,29.0,2026-01-16,Active,,2026-06-04,460,6,United Kingdom,29.0,SaaS Basic Subscription
SUB-3237,Subscriber 3237,subscriber_3237@gmail.com,Basic,29.0,2025-07-14,Churned,2026-01-19,2026-05-18,133,7,United Kingdom,29.0,SaaS Basic Subscription
SUB-3238,Subscriber 3238,subscriber_3238@gmail.com,Basic,29.0,2026-04-19,Active,,2026-05-17,209,11,Australia,29.0,SaaS Basic Subscription
SUB-3239,Subscriber 3239,subscriber_3239@gmail.com,Basic,29.0,2025-07-15,Active,,2026-06-18,36,9,Australia,29.0,SaaS Basic Subscription
SUB-3240,Subscriber 3240,subscriber_3240@gmail.com,Basic,29.0,2025-12-27,Churned,2026-06-16,2026-06-01,475,12,United Kingdom,29.0,SaaS Basic Subscription
SUB-3241,Subscriber 3241,subscriber_3241@gmail.com,Basic,29.0,2025-10-02,Active,,2026-05-25,231,5,Canada,29.0,SaaS Basic Subscription
SUB-3242,Subscriber 3242,subscriber_3242@gmail.com,Basic,29.0,2026-06-17,Active,,2026-05-29,291,9,Canada,29.0,SaaS Basic Subscription
SUB-3243,Subscriber 3243,subscriber_3243@gmail.com,Basic,29.0,2026-03-30,Churned,2026-10-28,2026-06-04,436,9,Australia,29.0,SaaS Basic Subscription
SUB-3244,Subscriber 3244,subscriber_3244@gmail.com,Enterprise,249.0,2025-08-02,Churned,2026-02-07,2026-06-02,83,10,Canada,249.0,SaaS Enterprise Subscription
SUB-3245,Subscriber 3245,subscriber_3245@gmail.com,Basic,29.0,2026-05-27,Active,,2026-05-30,70,12,United States,29.0,SaaS Basic Subscription
SUB-3246,Subscriber 3246,subscriber_3246@gmail.com,Basic,29.0,2025-12-16,Active,,2026-05-21,467,9,United Kingdom,29.0,SaaS Basic Subscription
SUB-3247,Subscriber 3247,subscriber_3247@gmail.com,Professional,79.0,2025-08-29,Active,,2026-06-23,215,3,Australia,79.0,SaaS Professional Subscription
SUB-3248,Subscriber 3248,subscriber_3248@gmail.com,Basic,29.0,2026-04-19,Active,,2026-05-19,495,11,Canada,29.0,SaaS Basic Subscription
SUB-3249,Subscriber 3249,subscriber_3249@gmail.com,Basic,29.0,2025-07-19,Active,,2026-05-15,70,2,United Kingdom,29.0,SaaS Basic Subscription
SUB-3250,Subscriber 3250,subscriber_3250@gmail.com,Basic,29.0,2025-11-02,Active,,2026-06-03,105,9,United States,29.0,SaaS Basic Subscription
SUB-3251,Subscriber 3251,subscriber_3251@gmail.com,Basic,29.0,2025-09-04,Churned,2025-11-05,2026-06-08,79,9,United Kingdom,29.0,SaaS Basic Subscription
SUB-3252,Subscriber 3252,subscriber_3252@gmail.com,Basic,29.0,2025-11-20,Active,,2026-05-24,397,1,Australia,29.0,SaaS Basic Subscription
SUB-3253,Subscriber 3253,subscriber_3253@gmail.com,Enterprise,249.0,2025-10-10,Active,,2026-05-16,316,2,United States,249.0,SaaS Enterprise Subscription
SUB-3254,Subscriber 3254,subscriber_3254@gmail.com,Professional,79.0,2025-08-22,Active,,2026-05-21,426,3,Canada,79.0,SaaS Professional Subscription
SUB-3255,Subscriber 3255,subscriber_3255@gmail.com,Basic,29.0,2025-09-26,Active,,2026-06-13,55,3,United Kingdom,29.0,SaaS Basic Subscription
SUB-3256,Subscriber 3256,subscriber_3256@gmail.com,Basic,29.0,2025-08-24,Active,,2026-06-15,317,8,Canada,29.0,SaaS Basic Subscription
SUB-3257,Subscriber 3257,subscriber_3257@gmail.com,Basic,29.0,2026-06-01,Active,,2026-06-11,429,13,United States,29.0,SaaS Basic Subscription
SUB-3258,Subscriber 3258,subscriber_3258@gmail.com,Basic,29.0,2025-07-10,Active,,2026-05-27,442,0,United States,29.0,SaaS Basic Subscription
SUB-3259,Subscriber 3259,subscriber_3259@gmail.com,Basic,29.0,2026-04-11,Active,,2026-06-25,417,8,Canada,29.0,SaaS Basic Subscription
SUB-3260,Subscriber 3260,subscriber_3260@gmail.com,Professional,79.0,2025-07-08,Active,,2026-05-19,456,1,United Kingdom,79.0,SaaS Professional Subscription
SUB-3261,Subscriber 3261,subscriber_3261@gmail.com,Basic,29.0,2026-05-01,Churned,2026-11-07,2026-06-08,254,3,Australia,29.0,SaaS Basic Subscription
SUB-3262,Subscriber 3262,subscriber_3262@gmail.com,Professional,79.0,2026-05-18,Churned,2027-01-19,2026-06-06,280,8,United Kingdom,79.0,SaaS Professional Subscription
SUB-3263,Subscriber 3263,subscriber_3263@gmail.com,Basic,29.0,2026-04-05,Churned,2026-11-12,2026-05-27,366,14,United States,29.0,SaaS Basic Subscription
SUB-3264,Subscriber 3264,subscriber_3264@gmail.com,Basic,29.0,2025-09-06,Active,,2026-05-23,305,6,Australia,29.0,SaaS Basic Subscription
SUB-3265,Subscriber 3265,subscriber_3265@gmail.com,Professional,79.0,2025-11-14,Active,,2026-05-18,123,1,United Kingdom,79.0,SaaS Professional Subscription
SUB-3266,Subscriber 3266,subscriber_3266@gmail.com,Enterprise,249.0,2026-02-15,Active,,2026-06-04,61,7,Australia,249.0,SaaS Enterprise Subscription
SUB-3267,Subscriber 3267,subscriber_3267@gmail.com,Basic,29.0,2025-10-17,Active,,2026-05-14,233,7,United States,29.0,SaaS Basic Subscription
SUB-3268,Subscriber 3268,subscriber_3268@gmail.com,Basic,29.0,2025-09-07,Active,,2026-06-09,474,11,United Kingdom,29.0,SaaS Basic Subscription
SUB-3269,Subscriber 3269,subscriber_3269@gmail.com,Enterprise,249.0,2025-12-19,Active,,2026-06-08,12,2,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3270,Subscriber 3270,subscriber_3270@gmail.com,Basic,29.0,2025-10-05,Active,,2026-05-17,496,3,United States,29.0,SaaS Basic Subscription
SUB-3271,Subscriber 3271,subscriber_3271@gmail.com,Basic,29.0,2025-09-15,Churned,2025-12-17,2026-05-19,193,13,Canada,29.0,SaaS Basic Subscription
SUB-3272,Subscriber 3272,subscriber_3272@gmail.com,Basic,29.0,2025-12-18,Active,,2026-06-16,177,1,Canada,29.0,SaaS Basic Subscription
SUB-3273,Subscriber 3273,subscriber_3273@gmail.com,Professional,79.0,2026-05-21,Active,,2026-05-27,216,4,United Kingdom,79.0,SaaS Professional Subscription
SUB-3274,Subscriber 3274,subscriber_3274@gmail.com,Basic,29.0,2026-01-12,Active,,2026-05-25,418,0,Canada,29.0,SaaS Basic Subscription
SUB-3275,Subscriber 3275,subscriber_3275@gmail.com,Professional,79.0,2026-03-24,Churned,2026-09-28,2026-05-20,226,9,United Kingdom,79.0,SaaS Professional Subscription
SUB-3276,Subscriber 3276,subscriber_3276@gmail.com,Professional,79.0,2026-06-13,Active,,2026-06-01,148,6,United Kingdom,79.0,SaaS Professional Subscription
SUB-3277,Subscriber 3277,subscriber_3277@gmail.com,Basic,29.0,2025-10-19,Active,,2026-06-22,108,13,Australia,29.0,SaaS Basic Subscription
SUB-3278,Subscriber 3278,subscriber_3278@gmail.com,Enterprise,249.0,2025-08-03,Active,,2026-06-18,258,6,Australia,249.0,SaaS Enterprise Subscription
SUB-3279,Subscriber 3279,subscriber_3279@gmail.com,Basic,29.0,2026-03-18,Active,,2026-05-17,157,14,Australia,29.0,SaaS Basic Subscription
SUB-3280,Subscriber 3280,subscriber_3280@gmail.com,Basic,29.0,2025-12-01,Active,,2026-06-20,231,6,Australia,29.0,SaaS Basic Subscription
SUB-3281,Subscriber 3281,subscriber_3281@gmail.com,Professional,79.0,2026-06-24,Active,,2026-05-27,464,13,United States,79.0,SaaS Professional Subscription
SUB-3282,Subscriber 3282,subscriber_3282@gmail.com,Basic,29.0,2026-05-21,Active,,2026-06-05,402,1,United States,29.0,SaaS Basic Subscription
SUB-3283,Subscriber 3283,subscriber_3283@gmail.com,Professional,79.0,2025-09-13,Active,,2026-06-08,407,1,United States,79.0,SaaS Professional Subscription
SUB-3284,Subscriber 3284,subscriber_3284@gmail.com,Basic,29.0,2025-12-08,Churned,2026-06-11,2026-06-15,10,5,Canada,29.0,SaaS Basic Subscription
SUB-3285,Subscriber 3285,subscriber_3285@gmail.com,Enterprise,249.0,2026-03-14,Active,,2026-06-06,226,6,Canada,249.0,SaaS Enterprise Subscription
SUB-3286,Subscriber 3286,subscriber_3286@gmail.com,Basic,29.0,2026-04-29,Active,,2026-05-23,11,4,Australia,29.0,SaaS Basic Subscription
SUB-3287,Subscriber 3287,subscriber_3287@gmail.com,Professional,79.0,2025-10-21,Active,,2026-06-12,105,13,Australia,79.0,SaaS Professional Subscription
SUB-3288,Subscriber 3288,subscriber_3288@gmail.com,Professional,79.0,2025-12-24,Active,,2026-05-24,30,7,Australia,79.0,SaaS Professional Subscription
SUB-3289,Subscriber 3289,subscriber_3289@gmail.com,Professional,79.0,2026-03-13,Churned,2026-06-12,2026-06-11,42,2,United Kingdom,79.0,SaaS Professional Subscription
SUB-3290,Subscriber 3290,subscriber_3290@gmail.com,Professional,79.0,2025-06-27,Active,,2026-06-06,398,0,United States,79.0,SaaS Professional Subscription
SUB-3291,Subscriber 3291,subscriber_3291@gmail.com,Basic,29.0,2026-04-16,Active,,2026-06-16,245,1,Canada,29.0,SaaS Basic Subscription
SUB-3292,Subscriber 3292,subscriber_3292@gmail.com,Basic,29.0,2026-03-07,Active,,2026-06-07,398,13,Canada,29.0,SaaS Basic Subscription
SUB-3293,Subscriber 3293,subscriber_3293@gmail.com,Basic,29.0,2026-05-26,Active,,2026-05-31,168,2,Australia,29.0,SaaS Basic Subscription
SUB-3294,Subscriber 3294,subscriber_3294@gmail.com,Basic,29.0,2025-08-05,Active,,2026-06-14,129,4,United Kingdom,29.0,SaaS Basic Subscription
SUB-3295,Subscriber 3295,subscriber_3295@gmail.com,Professional,79.0,2025-07-24,Active,,2026-05-19,147,0,Australia,79.0,SaaS Professional Subscription
SUB-3296,Subscriber 3296,subscriber_3296@gmail.com,Enterprise,249.0,2025-08-16,Active,,2026-05-15,212,1,United Kingdom,249.0,SaaS Enterprise Subscription
SUB-3297,Subscriber 3297,subscriber_3297@gmail.com,Basic,29.0,2026-04-21,Active,,2026-06-05,465,1,Australia,29.0,SaaS Basic Subscription
SUB-3298,Subscriber 3298,subscriber_3298@gmail.com,Professional,79.0,2025-11-30,Active,,2026-05-16,159,10,United States,79.0,SaaS Professional Subscription
SUB-3299,Subscriber 3299,subscriber_3299@gmail.com,Enterprise,249.0,2026-05-05,Churned,2026-08-30,2026-05-16,446,4,Australia,249.0,SaaS Enterprise Subscription
SUB-3300,Subscriber 3300,subscriber_3300@gmail.com,Professional,79.0,2025-09-14,Active,,2026-06-12,76,4,United States,79.0,SaaS Professional Subscription
SUB-3301,Subscriber 3301,subscriber_3301@gmail.com,Professional,79.0,2025-08-29,Active,,2026-05-31,267,11,Canada,79.0,SaaS Professional Subscription
SUB-3302,Subscriber 3302,subscriber_3302@gmail.com,Basic,29.0,2025-10-25,Active,,2026-06-15,165,13,Australia,29.0,SaaS Basic Subscription
SUB-3303,Subscriber 3303,subscriber_3303@gmail.com,Basic,29.0,2025-11-10,Active,,2026-05-15,275,5,United Kingdom,29.0,SaaS Basic Subscription
SUB-3304,Subscriber 3304,subscriber_3304@gmail.com,Professional,79.0,2025-10-04,Churned,2026-05-01,2026-06-03,186,2,United States,79.0,SaaS Professional Subscription
SUB-3305,Subscriber 3305,subscriber_3305@gmail.com,Basic,29.0,2025-09-03,Active,,2026-06-19,23,5,Australia,29.0,SaaS Basic Subscription
SUB-3306,Subscriber 3306,subscriber_3306@gmail.com,Basic,29.0,2025-10-29,Churned,2026-04-27,2026-06-18,132,6,United States,29.0,SaaS Basic Subscription
SUB-3307,Subscriber 3307,subscriber_3307@gmail.com,Professional,79.0,2026-01-21,Active,,2026-06-08,389,9,United States,79.0,SaaS Professional Subscription
SUB-3308,Subscriber 3308,subscriber_3308@gmail.com,Basic,29.0,2025-07-19,Active,,2026-05-15,413,4,Canada,29.0,SaaS Basic Subscription
SUB-3309,Subscriber 3309,subscriber_3309@gmail.com,Professional,79.0,2025-09-09,Active,,2026-05-26,403,2,United States,79.0,SaaS Professional Subscription
SUB-3310,Subscriber 3310,subscriber_3310@gmail.com,Basic,29.0,2025-08-23,Active,,2026-06-07,132,3,Australia,29.0,SaaS Basic Subscription
SUB-3311,Subscriber 3311,subscriber_3311@gmail.com,Professional,79.0,2025-11-16,Churned,2026-05-30,2026-06-13,17,11,Australia,79.0,SaaS Professional Subscription
SUB-3312,Subscriber 3312,subscriber_3312@gmail.com,Enterprise,249.0,2026-02-03,Churned,2026-06-30,2026-06-16,220,14,Canada,249.0,SaaS Enterprise Subscription
SUB-3313,Subscriber 3313,subscriber_3313@gmail.com,Basic,29.0,2026-03-09,Active,,2026-05-20,72,4,United States,29.0,SaaS Basic Subscription
SUB-3314,Subscriber 3314,subscriber_3314@gmail.com,Basic,29.0,2026-01-06,Active,,2026-06-20,178,1,Australia,29.0,SaaS Basic Subscription
SUB-3315,Subscriber 3315,subscriber_3315@gmail.com,Basic,29.0,2025-10-12,Active,,2026-06-12,310,4,United States,29.0,SaaS Basic Subscription
SUB-3316,Subscriber 3316,subscriber_3316@gmail.com,Basic,29.0,2025-07-22,Active,,2026-06-23,279,1,United Kingdom,29.0,SaaS Basic Subscription
SUB-3317,Subscriber 3317,subscriber_3317@gmail.com,Basic,29.0,2025-07-11,Active,,2026-05-31,461,14,United Kingdom,29.0,SaaS Basic Subscription
SUB-3318,Subscriber 3318,subscriber_3318@gmail.com,Basic,29.0,2025-10-17,Active,,2026-05-20,83,13,United Kingdom,29.0,SaaS Basic Subscription
SUB-3319,Subscriber 3319,subscriber_3319@gmail.com,Professional,79.0,2026-05-29,Active,,2026-06-21,496,14,Australia,79.0,SaaS Professional Subscription
SUB-3320,Subscriber 3320,subscriber_3320@gmail.com,Basic,29.0,2026-01-12,Active,,2026-05-29,307,12,Canada,29.0,SaaS Basic Subscription
SUB-3321,Subscriber 3321,subscriber_3321@gmail.com,Basic,29.0,2026-05-09,Churned,2027-01-06,2026-05-22,151,11,Canada,29.0,SaaS Basic Subscription
SUB-3322,Subscriber 3322,subscriber_3322@gmail.com,Basic,29.0,2025-07-28,Churned,2026-03-19,2026-06-03,164,0,Canada,29.0,SaaS Basic Subscription
SUB-3323,Subscriber 3323,subscriber_3323@gmail.com,Basic,29.0,2025-10-08,Active,,2026-05-28,472,10,United States,29.0,SaaS Basic Subscription
SUB-3324,Subscriber 3324,subscriber_3324@gmail.com,Basic,29.0,2026-02-15,Active,,2026-05-20,169,2,Australia,29.0,SaaS Basic Subscription
SUB-3325,Subscriber 3325,subscriber_3325@gmail.com,Basic,29.0,2026-03-23,Active,,2026-05-21,280,5,Canada,29.0,SaaS Basic Subscription
SUB-3326,Subscriber 3326,subscriber_3326@gmail.com,Basic,29.0,2026-04-09,Churned,2026-08-17,2026-06-16,407,6,United Kingdom,29.0,SaaS Basic Subscription
SUB-3327,Subscriber 3327,subscriber_3327@gmail.com,Basic,29.0,2026-05-21,Active,,2026-06-10,80,9,Australia,29.0,SaaS Basic Subscription
SUB-3328,Subscriber 3328,subscriber_3328@gmail.com,Professional,79.0,2026-02-13,Active,,2026-06-04,225,13,United States,79.0,SaaS Professional Subscription
SUB-3329,Subscriber 3329,subscriber_3329@gmail.com,Basic,29.0,2025-09-18,Churned,2026-04-10,2026-06-24,423,3,Canada,29.0,SaaS Basic Subscription
SUB-3330,Subscriber 3330,subscriber_3330@gmail.com,Basic,29.0,2025-12-11,Active,,2026-06-01,441,3,Canada,29.0,SaaS Basic Subscription
SUB-3331,Subscriber 3331,subscriber_3331@gmail.com,Basic,29.0,2026-04-25,Churned,2026-07-07,2026-05-21,44,7,United States,29.0,SaaS Basic Subscription
SUB-3332,Subscriber 3332,subscriber_3332@gmail.com,Basic,29.0,2025-11-16,Active,,2026-06-17,492,11,Australia,29.0,SaaS Basic Subscription
SUB-3333,Subscriber 3333,subscriber_3333@gmail.com,Basic,29.0,2025-09-04,Active,,2026-06-08,202,6,United Kingdom,29.0,SaaS Basic Subscription
SUB-3334,Subscriber 3334,subscriber_3334@gmail.com,Basic,29.0,2026-04-04,Active,,2026-06-04,415,10,Canada,29.0,SaaS Basic Subscription
SUB-3335,Subscriber 3335,subscriber_3335@gmail.com,Basic,29.0,2026-04-25,Active,,2026-05-28,81,13,Canada,29.0,SaaS Basic Subscription
SUB-3336,Subscriber 3336,subscriber_3336@gmail.com,Enterprise,249.0,2025-12-20,Churned,2026-01-28,2026-06-21,93,3,Canada,249.0,SaaS Enterprise Subscription
