Order ID,Order Date,Customer ID,Customer Name,Email,Product Category,Product Name,Unit Price,Quantity,Discount,Sales Amount,Profit,Payment Method,Country,State,Region
ORD-500286,2025-09-05,C-2017,User Name 2017,user_2017@example.com,Books,Cookbook,19.99,1,0.0,19.99,6.7,Credit Card,United States,New York,North America
ORD-500287,2025-10-19,C-2075,User Name 2075,user_2075@example.com,Office Supplies,Paper Shredder,45.99,1,0.0,45.99,11.07,PayPal,United States,Washington,North America
ORD-500288,2025-03-10,C-2146,User Name 2146,user_2146@example.com,Office Supplies,Notebook,8.99,2,0.0,17.98,6.35,PayPal,United States,New York,North America
ORD-500289,2025-12-29,C-2096,User Name 2096,user_2096@example.com,Books,Sci-Fi Trilogy,34.99,1,0.1,31.49,8.37,Debit Card,United States,Georgia,North America
ORD-500290,2025-02-20,C-2150,User Name 2150,user_2150@example.com,Home Decor,Scented Candle,12.99,1,0.0,12.99,5.97,Debit Card,United States,Pennsylvania,North America
ORD-500291,2025-09-26,C-2050,User Name 2050,user_2050@example.com,Office Supplies,Gel Pens,5.99,3,0.0,17.97,7.61,Stripe,United States,Georgia,North America
ORD-500292,2025-10-27,C-2047,User Name 2047,user_2047@example.com,Books,Self-Help Book,12.99,1,0.0,12.99,2.64,Stripe,United States,New York,North America
ORD-500293,2026-04-18,C-2058,User Name 2058,user_2058@example.com,Books,Fiction Novel,14.99,2,0.0,29.98,8.19,Credit Card,United States,Pennsylvania,North America
ORD-500294,2025-10-27,C-2119,User Name 2119,user_2119@example.com,Books,Cookbook,19.99,1,0.0,19.99,7.07,Credit Card,United States,Georgia,North America
ORD-500295,2025-11-16,C-2073,User Name 2073,user_2073@example.com,Books,Cookbook,19.99,1,0.1,17.99,4.73,Debit Card,United States,Texas,North America
ORD-500296,2025-09-17,C-2031,User Name 2031,user_2031@example.com,Books,Sci-Fi Trilogy,34.99,2,0.1,62.98,26.34,Debit Card,United States,Texas,North America
ORD-500297,2025-08-12,C-2096,User Name 2096,user_2096@example.com,Home Decor,Wall Art,49.99,1,0.0,49.99,18.0,Stripe,United States,New York,North America
ORD-500298,2025-11-27,C-2032,User Name 2032,user_2032@example.com,Office Supplies,Notebook,8.99,1,0.1,8.09,3.77,Apple Pay,United States,New York,North America
ORD-500299,2025-11-30,C-2187,User Name 2187,user_2187@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,24.8,Credit Card,United States,Washington,North America
ORD-500300,2025-12-12,C-2117,User Name 2117,user_2117@example.com,Books,Sci-Fi Trilogy,34.99,2,0.1,62.98,21.81,Apple Pay,United States,California,North America
ORD-500301,2026-01-19,C-2167,User Name 2167,user_2167@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,20.64,Stripe,United States,Ohio,North America
ORD-500302,2026-01-17,C-2015,User Name 2015,user_2015@example.com,Home Decor,Scented Candle,12.99,1,0.1,11.69,4.16,Apple Pay,United States,Pennsylvania,North America
ORD-500303,2025-07-13,C-2071,User Name 2071,user_2071@example.com,Office Supplies,Sticky Notes,3.99,1,0.0,3.99,0.9,Stripe,United States,Georgia,North America
ORD-500304,2026-03-18,C-2007,User Name 2007,user_2007@example.com,Home Decor,Desk Lamp,34.99,2,0.0,69.98,27.63,PayPal,United States,Florida,North America
ORD-500305,2025-08-15,C-2076,User Name 2076,user_2076@example.com,Books,Self-Help Book,12.99,1,0.0,12.99,4.17,Credit Card,United States,Georgia,North America
ORD-500306,2025-08-23,C-2081,User Name 2081,user_2081@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,4.85,Apple Pay,United States,Pennsylvania,North America
ORD-500307,2025-12-08,C-2158,User Name 2158,user_2158@example.com,Office Supplies,Paper Shredder,45.99,1,0.0,45.99,16.52,Stripe,United States,Texas,North America
ORD-500308,2025-02-20,C-2082,User Name 2082,user_2082@example.com,Home Decor,Desk Lamp,34.99,1,0.0,34.99,8.37,Stripe,United States,Florida,North America
ORD-500309,2025-06-26,C-2093,User Name 2093,user_2093@example.com,Home Decor,Desk Lamp,34.99,1,0.1,31.49,15.55,PayPal,United States,New York,North America
ORD-500310,2025-10-13,C-2029,User Name 2029,user_2029@example.com,Electronics,Monitor,189.99,2,0.2,303.98,115.55,Credit Card,United States,Ohio,North America
ORD-500311,2026-06-05,C-2131,User Name 2131,user_2131@example.com,Office Supplies,Desk Organizer,19.99,1,0.0,19.99,7.7,PayPal,United States,Georgia,North America
ORD-500312,2025-11-18,C-2009,User Name 2009,user_2009@example.com,Office Supplies,Paper Shredder,45.99,1,0.0,45.99,19.39,PayPal,United States,Washington,North America
ORD-500313,2026-01-31,C-2054,User Name 2054,user_2054@example.com,Electronics,Wireless Mouse,29.99,1,0.0,29.99,10.93,PayPal,United States,New York,North America
ORD-500314,2025-04-18,C-2196,User Name 2196,user_2196@example.com,Books,Sci-Fi Trilogy,34.99,1,0.1,31.49,13.36,Stripe,United States,California,North America
ORD-500315,2025-06-05,C-2118,User Name 2118,user_2118@example.com,Home Decor,Wall Art,49.99,3,0.0,149.97,66.43,Credit Card,United States,Georgia,North America
ORD-500316,2025-12-28,C-2032,User Name 2032,user_2032@example.com,Office Supplies,Notebook,8.99,1,0.0,8.99,2.84,PayPal,United States,California,North America
ORD-500317,2025-02-17,C-2057,User Name 2057,user_2057@example.com,Office Supplies,Desk Organizer,19.99,2,0.0,39.98,17.03,Credit Card,United States,Texas,North America
ORD-500318,2026-05-10,C-2119,User Name 2119,user_2119@example.com,Office Supplies,Paper Shredder,45.99,2,0.1,82.78,22.53,Apple Pay,United States,Florida,North America
ORD-500319,2026-01-31,C-2078,User Name 2078,user_2078@example.com,Office Supplies,Notebook,8.99,1,0.0,8.99,3.51,PayPal,United States,California,North America
ORD-500320,2025-09-23,C-2080,User Name 2080,user_2080@example.com,Books,Cookbook,19.99,1,0.0,19.99,8.45,PayPal,United States,Florida,North America
ORD-500321,2025-07-27,C-2153,User Name 2153,user_2153@example.com,Books,Self-Help Book,12.99,1,0.0,12.99,5.07,Debit Card,United States,New York,North America
ORD-500322,2026-05-22,C-2061,User Name 2061,user_2061@example.com,Electronics,Keyboard,49.99,1,0.1,44.99,13.56,PayPal,United States,Ohio,North America
ORD-500323,2025-09-18,C-2189,User Name 2189,user_2189@example.com,Home Decor,Indoor Plant,22.99,1,0.0,22.99,9.33,Stripe,United States,Georgia,North America
ORD-500324,2026-04-08,C-2177,User Name 2177,user_2177@example.com,Office Supplies,Desk Organizer,19.99,1,0.0,19.99,4.48,Credit Card,United States,Ohio,North America
ORD-500325,2026-03-06,C-2030,User Name 2030,user_2030@example.com,Home Decor,Scented Candle,12.99,1,0.0,12.99,5.59,Credit Card,United States,New York,North America
ORD-500326,2025-06-27,C-2029,User Name 2029,user_2029@example.com,Electronics,Webcam,59.99,1,0.0,59.99,28.16,Apple Pay,United States,Florida,North America
ORD-500327,2025-07-28,C-2096,User Name 2096,user_2096@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,17.42,PayPal,United States,Washington,North America
ORD-500328,2026-06-14,C-2108,User Name 2108,user_2108@example.com,Home Decor,Wall Art,49.99,1,0.0,49.99,15.49,PayPal,United States,Pennsylvania,North America
ORD-500329,2025-12-31,C-2122,User Name 2122,user_2122@example.com,Books,Cookbook,19.99,1,0.0,19.99,5.7,PayPal,United States,California,North America
ORD-500330,2025-09-13,C-2038,User Name 2038,user_2038@example.com,Electronics,Wireless Mouse,29.99,1,0.0,29.99,12.21,Apple Pay,United States,Florida,North America
ORD-500331,2025-09-30,C-2028,User Name 2028,user_2028@example.com,Office Supplies,Paper Shredder,45.99,1,0.0,45.99,16.11,Debit Card,United States,Texas,North America
ORD-500332,2026-03-22,C-2171,User Name 2171,user_2171@example.com,Electronics,Wireless Mouse,29.99,2,0.1,53.98,11.27,Apple Pay,United States,Pennsylvania,North America
ORD-500333,2025-05-10,C-2142,User Name 2142,user_2142@example.com,Electronics,Webcam,59.99,2,0.0,119.98,31.88,Credit Card,United States,Florida,North America
ORD-500334,2025-12-13,C-2192,User Name 2192,user_2192@example.com,Books,Self-Help Book,12.99,3,0.0,38.97,11.19,PayPal,United States,Pennsylvania,North America
ORD-500335,2026-04-06,C-2005,User Name 2005,user_2005@example.com,Office Supplies,Sticky Notes,3.99,3,0.0,11.97,3.55,Credit Card,United States,Texas,North America
ORD-500336,2025-03-26,C-2197,User Name 2197,user_2197@example.com,Home Decor,Wall Art,49.99,1,0.0,49.99,19.73,Apple Pay,United States,New York,North America
ORD-500337,2025-05-13,C-2132,User Name 2132,user_2132@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,4.09,Stripe,United States,Texas,North America
ORD-500338,2026-06-08,C-2125,User Name 2125,user_2125@example.com,Books,Biography,24.99,3,0.1,67.47,13.72,Stripe,United States,California,North America
ORD-500339,2026-01-15,C-2086,User Name 2086,user_2086@example.com,Office Supplies,Gel Pens,5.99,2,0.0,11.98,4.07,Apple Pay,United States,Ohio,North America
ORD-500340,2026-01-13,C-2002,User Name 2002,user_2002@example.com,Home Decor,Scented Candle,12.99,1,0.0,12.99,2.77,Apple Pay,United States,Ohio,North America
ORD-500341,2026-06-12,C-2061,User Name 2061,user_2061@example.com,Home Decor,Scented Candle,12.99,1,0.2,10.39,3.56,Credit Card,United States,New York,North America
ORD-500342,2026-02-28,C-2024,User Name 2024,user_2024@example.com,Home Decor,Scented Candle,12.99,1,0.0,12.99,3.83,PayPal,United States,Texas,North America
ORD-500343,2025-05-29,C-2180,User Name 2180,user_2180@example.com,Home Decor,Throw Pillow,15.99,3,0.0,47.97,20.42,PayPal,United States,Florida,North America
ORD-500344,2025-04-12,C-2120,User Name 2120,user_2120@example.com,Office Supplies,Sticky Notes,3.99,2,0.0,7.98,3.52,Credit Card,United States,Washington,North America
ORD-500345,2026-02-05,C-2076,User Name 2076,user_2076@example.com,Electronics,USB-C Hub,39.99,3,0.0,119.97,48.7,Stripe,United States,Florida,North America
ORD-500346,2025-10-15,C-2065,User Name 2065,user_2065@example.com,Office Supplies,Gel Pens,5.99,1,0.0,5.99,1.62,Stripe,United States,Ohio,North America
ORD-500347,2025-10-15,C-2113,User Name 2113,user_2113@example.com,Office Supplies,Gel Pens,5.99,1,0.1,5.39,1.26,Stripe,United States,New York,North America
ORD-500348,2025-02-24,C-2024,User Name 2024,user_2024@example.com,Home Decor,Wall Art,49.99,2,0.0,99.98,48.88,Apple Pay,United States,Pennsylvania,North America
ORD-500349,2026-05-18,C-2150,User Name 2150,user_2150@example.com,Office Supplies,Sticky Notes,3.99,1,0.0,3.99,1.92,Debit Card,United States,New York,North America
ORD-500350,2025-03-05,C-2072,User Name 2072,user_2072@example.com,Electronics,USB-C Hub,39.99,1,0.2,31.99,15.7,Stripe,United States,Florida,North America
ORD-500351,2025-12-25,C-2111,User Name 2111,user_2111@example.com,Office Supplies,Notebook,8.99,3,0.2,21.58,7.39,PayPal,United States,Pennsylvania,North America
ORD-500352,2026-03-29,C-2073,User Name 2073,user_2073@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,11.66,PayPal,United States,Pennsylvania,North America
ORD-500353,2025-06-07,C-2073,User Name 2073,user_2073@example.com,Office Supplies,Notebook,8.99,3,0.0,26.97,7.07,PayPal,United States,Georgia,North America
ORD-500354,2025-05-01,C-2193,User Name 2193,user_2193@example.com,Home Decor,Wall Art,49.99,1,0.0,49.99,16.86,Stripe,United States,New York,North America
ORD-500355,2025-10-08,C-2130,User Name 2130,user_2130@example.com,Office Supplies,Paper Shredder,45.99,1,0.1,41.39,8.37,Credit Card,United States,Georgia,North America
ORD-500356,2025-10-06,C-2105,User Name 2105,user_2105@example.com,Electronics,Webcam,59.99,1,0.0,59.99,20.01,Apple Pay,United States,Texas,North America
ORD-500357,2025-07-12,C-2181,User Name 2181,user_2181@example.com,Office Supplies,Sticky Notes,3.99,2,0.0,7.98,3.62,Debit Card,United States,California,North America
ORD-500358,2025-06-16,C-2196,User Name 2196,user_2196@example.com,Electronics,Webcam,59.99,2,0.0,119.98,54.73,Stripe,United States,California,North America
ORD-500359,2025-07-03,C-2107,User Name 2107,user_2107@example.com,Home Decor,Desk Lamp,34.99,1,0.2,27.99,9.45,Debit Card,United States,Ohio,North America
ORD-500360,2026-04-19,C-2173,User Name 2173,user_2173@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,5.02,Credit Card,United States,Pennsylvania,North America
ORD-500361,2026-05-20,C-2068,User Name 2068,user_2068@example.com,Books,Biography,24.99,1,0.0,24.99,9.94,Credit Card,United States,New York,North America
ORD-500362,2025-06-17,C-2047,User Name 2047,user_2047@example.com,Home Decor,Indoor Plant,22.99,3,0.0,68.97,17.61,Debit Card,United States,Florida,North America
ORD-500363,2026-06-19,C-2133,User Name 2133,user_2133@example.com,Home Decor,Scented Candle,12.99,1,0.1,11.69,2.65,Credit Card,United States,Pennsylvania,North America
ORD-500364,2026-06-19,C-2135,User Name 2135,user_2135@example.com,Books,Fiction Novel,14.99,2,0.0,29.98,8.7,Apple Pay,United States,Washington,North America
ORD-500365,2025-05-05,C-2107,User Name 2107,user_2107@example.com,Office Supplies,Gel Pens,5.99,2,0.1,10.78,4.35,PayPal,United States,Florida,North America
ORD-500366,2025-10-03,C-2164,User Name 2164,user_2164@example.com,Office Supplies,Notebook,8.99,3,0.0,26.97,10.79,Stripe,United States,New York,North America
ORD-500367,2025-10-07,C-2009,User Name 2009,user_2009@example.com,Home Decor,Throw Pillow,15.99,2,0.2,25.58,7.66,Apple Pay,United States,Pennsylvania,North America
ORD-500368,2025-09-16,C-2177,User Name 2177,user_2177@example.com,Electronics,Monitor,189.99,1,0.0,189.99,84.5,PayPal,United States,Georgia,North America
ORD-500369,2026-02-18,C-2097,User Name 2097,user_2097@example.com,Books,Biography,24.99,1,0.0,24.99,7.56,Credit Card,United States,Florida,North America
ORD-500370,2025-02-14,C-2123,User Name 2123,user_2123@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,24.0,Debit Card,United States,New York,North America
ORD-500371,2025-07-09,C-2018,User Name 2018,user_2018@example.com,Home Decor,Desk Lamp,34.99,1,0.0,34.99,13.2,Debit Card,United States,Pennsylvania,North America
ORD-500372,2025-03-14,C-2110,User Name 2110,user_2110@example.com,Books,Fiction Novel,14.99,1,0.2,11.99,2.71,PayPal,United States,California,North America
ORD-500373,2026-04-09,C-2012,User Name 2012,user_2012@example.com,Electronics,Wireless Mouse,29.99,1,0.0,29.99,9.08,Credit Card,United States,Pennsylvania,North America
ORD-500374,2026-03-02,C-2170,User Name 2170,user_2170@example.com,Books,Cookbook,19.99,1,0.0,19.99,9.29,Apple Pay,United States,Pennsylvania,North America
ORD-500375,2026-01-30,C-2067,User Name 2067,user_2067@example.com,Home Decor,Indoor Plant,22.99,1,0.0,22.99,8.43,Credit Card,United States,Georgia,North America
ORD-500376,2025-05-27,C-2036,User Name 2036,user_2036@example.com,Electronics,USB-C Hub,39.99,2,0.0,79.98,23.83,PayPal,United States,California,North America
ORD-500377,2026-05-22,C-2050,User Name 2050,user_2050@example.com,Office Supplies,Desk Organizer,19.99,1,0.0,19.99,7.64,PayPal,United States,Ohio,North America
ORD-500378,2025-05-24,C-2057,User Name 2057,user_2057@example.com,Books,Fiction Novel,14.99,1,0.1,13.49,5.52,Credit Card,United States,California,North America
ORD-500379,2026-01-22,C-2093,User Name 2093,user_2093@example.com,Home Decor,Indoor Plant,22.99,2,0.1,41.38,12.56,PayPal,United States,Georgia,North America
ORD-500380,2026-02-04,C-2093,User Name 2093,user_2093@example.com,Electronics,USB-C Hub,39.99,1,0.1,35.99,8.1,Apple Pay,United States,Florida,North America
ORD-500381,2026-04-05,C-2083,User Name 2083,user_2083@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,6.48,Stripe,United States,California,North America
ORD-500382,2025-04-09,C-2081,User Name 2081,user_2081@example.com,Office Supplies,Notebook,8.99,1,0.0,8.99,2.96,Apple Pay,United States,Georgia,North America
ORD-500383,2026-04-08,C-2000,User Name 2000,user_2000@example.com,Home Decor,Desk Lamp,34.99,1,0.0,34.99,16.49,Credit Card,United States,Florida,North America
ORD-500384,2025-10-25,C-2110,User Name 2110,user_2110@example.com,Books,Fiction Novel,14.99,1,0.0,14.99,4.41,Stripe,United States,Washington,North America
ORD-500385,2026-06-13,C-2177,User Name 2177,user_2177@example.com,Books,Sci-Fi Trilogy,34.99,1,0.0,34.99,10.47,Debit Card,United States,Georgia,North America
ORD-500386,2026-04-22,C-2182,User Name 2182,user_2182@example.com,Office Supplies,Desk Organizer,19.99,2,0.2,31.98,15.34,Apple Pay,United States,Florida,North America
ORD-500387,2026-03-18,C-2153,User Name 2153,user_2153@example.com,Books,Sci-Fi Trilogy,34.99,1,0.0,34.99,11.01,Debit Card,United States,New York,North America
ORD-500388,2025-08-02,C-2048,User Name 2048,user_2048@example.com,Office Supplies,Desk Organizer,19.99,1,0.1,17.99,5.17,Apple Pay,United States,New York,North America
ORD-500389,2025-11-15,C-2140,User Name 2140,user_2140@example.com,Books,Sci-Fi Trilogy,34.99,1,0.0,34.99,10.64,Credit Card,United States,Washington,North America
ORD-500390,2025-04-04,C-2061,User Name 2061,user_2061@example.com,Books,Sci-Fi Trilogy,34.99,2,0.0,69.98,22.01,PayPal,United States,Florida,North America
ORD-500391,2026-05-29,C-2060,User Name 2060,user_2060@example.com,Books,Biography,24.99,3,0.0,74.97,37.18,Debit Card,United States,Georgia,North America
ORD-500392,2026-01-06,C-2116,User Name 2116,user_2116@example.com,Books,Self-Help Book,12.99,1,0.0,12.99,2.61,Apple Pay,United States,Florida,North America
ORD-500393,2026-06-20,C-2178,User Name 2178,user_2178@example.com,Electronics,Webcam,59.99,1,0.0,59.99,29.45,PayPal,United States,New York,North America
ORD-500394,2026-03-01,C-2021,User Name 2021,user_2021@example.com,Electronics,USB-C Hub,39.99,1,0.0,39.99,12.19,Debit Card,United States,Florida,North America
ORD-500395,2025-11-28,C-2065,User Name 2065,user_2065@example.com,Home Decor,Throw Pillow,15.99,2,0.0,31.98,12.75,PayPal,United States,Texas,North America
ORD-500396,2026-02-14,C-2119,User Name 2119,user_2119@example.com,Electronics,USB-C Hub,39.99,1,0.0,39.99,18.08,Apple Pay,United States,Georgia,North America
ORD-500397,2025-05-04,C-2084,User Name 2084,user_2084@example.com,Electronics,Keyboard,49.99,1,0.1,44.99,11.5,Apple Pay,United States,Ohio,North America
ORD-500398,2026-01-26,C-2032,User Name 2032,user_2032@example.com,Home Decor,Wall Art,49.99,1,0.0,49.99,21.21,Credit Card,United States,Texas,North America
ORD-500399,2025-04-22,C-2006,User Name 2006,user_2006@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,5.64,Apple Pay,United States,Georgia,North America
ORD-500400,2025-03-21,C-2187,User Name 2187,user_2187@example.com,Books,Biography,24.99,1,0.0,24.99,8.95,PayPal,United States,California,North America
ORD-500401,2026-01-19,C-2033,User Name 2033,user_2033@example.com,Home Decor,Wall Art,49.99,1,0.1,44.99,19.29,Credit Card,United States,Georgia,North America
ORD-500402,2026-01-15,C-2129,User Name 2129,user_2129@example.com,Books,Self-Help Book,12.99,1,0.0,12.99,5.67,Credit Card,United States,Ohio,North America
ORD-500403,2026-02-19,C-2108,User Name 2108,user_2108@example.com,Books,Sci-Fi Trilogy,34.99,3,0.0,104.97,37.05,Credit Card,United States,Texas,North America
ORD-500404,2026-01-10,C-2164,User Name 2164,user_2164@example.com,Office Supplies,Sticky Notes,3.99,1,0.2,3.19,0.86,Stripe,United States,Ohio,North America
ORD-500405,2025-03-11,C-2198,User Name 2198,user_2198@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,7.53,Debit Card,United States,New York,North America
ORD-500406,2025-03-01,C-2139,User Name 2139,user_2139@example.com,Books,Self-Help Book,12.99,1,0.1,11.69,5.53,Debit Card,United States,Ohio,North America
ORD-500407,2025-11-30,C-2061,User Name 2061,user_2061@example.com,Home Decor,Scented Candle,12.99,3,0.1,35.07,8.77,Debit Card,United States,Washington,North America
ORD-500408,2025-02-11,C-2142,User Name 2142,user_2142@example.com,Office Supplies,Sticky Notes,3.99,1,0.1,3.59,1.08,Stripe,United States,Georgia,North America
ORD-500409,2025-06-23,C-2087,User Name 2087,user_2087@example.com,Office Supplies,Paper Shredder,45.99,2,0.0,91.98,36.57,Stripe,United States,California,North America
ORD-500410,2026-02-06,C-2023,User Name 2023,user_2023@example.com,Home Decor,Scented Candle,12.99,1,0.0,12.99,2.98,Stripe,United States,Florida,North America
ORD-500411,2025-05-02,C-2007,User Name 2007,user_2007@example.com,Home Decor,Desk Lamp,34.99,2,0.0,69.98,32.9,Credit Card,United States,California,North America
ORD-500412,2025-07-23,C-2090,User Name 2090,user_2090@example.com,Books,Cookbook,19.99,2,0.0,39.98,16.62,PayPal,United States,New York,North America
ORD-500413,2025-04-28,C-2172,User Name 2172,user_2172@example.com,Home Decor,Wall Art,49.99,1,0.1,44.99,12.6,Apple Pay,United States,New York,North America
ORD-500414,2025-03-07,C-2125,User Name 2125,user_2125@example.com,Electronics,Monitor,189.99,1,0.1,170.99,78.49,Debit Card,United States,Ohio,North America
ORD-500415,2025-05-18,C-2061,User Name 2061,user_2061@example.com,Home Decor,Wall Art,49.99,3,0.2,119.98,28.62,Stripe,United States,Washington,North America
ORD-500416,2025-06-07,C-2031,User Name 2031,user_2031@example.com,Books,Self-Help Book,12.99,1,0.0,12.99,6.21,Apple Pay,United States,Texas,North America
ORD-500417,2026-06-02,C-2060,User Name 2060,user_2060@example.com,Office Supplies,Notebook,8.99,1,0.0,8.99,3.16,Credit Card,United States,California,North America
ORD-500418,2026-05-10,C-2030,User Name 2030,user_2030@example.com,Electronics,Webcam,59.99,2,0.0,119.98,34.92,Credit Card,United States,Pennsylvania,North America
ORD-500419,2026-04-28,C-2177,User Name 2177,user_2177@example.com,Home Decor,Desk Lamp,34.99,2,0.1,62.98,28.02,PayPal,United States,Washington,North America
ORD-500420,2026-03-30,C-2147,User Name 2147,user_2147@example.com,Home Decor,Wall Art,49.99,3,0.0,149.97,73.59,Apple Pay,United States,Ohio,North America
ORD-500421,2025-05-02,C-2131,User Name 2131,user_2131@example.com,Electronics,Monitor,189.99,2,0.1,341.98,139.43,PayPal,United States,Georgia,North America
ORD-500422,2026-03-22,C-2161,User Name 2161,user_2161@example.com,Home Decor,Indoor Plant,22.99,2,0.2,36.78,8.72,Credit Card,United States,Texas,North America
ORD-500423,2025-07-04,C-2182,User Name 2182,user_2182@example.com,Office Supplies,Paper Shredder,45.99,2,0.0,91.98,37.57,Apple Pay,United States,Washington,North America
ORD-500424,2025-11-23,C-2109,User Name 2109,user_2109@example.com,Electronics,USB-C Hub,39.99,1,0.1,35.99,12.54,Stripe,United States,Georgia,North America
ORD-500425,2026-04-25,C-2014,User Name 2014,user_2014@example.com,Office Supplies,Paper Shredder,45.99,1,0.0,45.99,22.83,Credit Card,United States,Ohio,North America
ORD-500426,2026-05-20,C-2177,User Name 2177,user_2177@example.com,Books,Biography,24.99,1,0.0,24.99,8.41,Stripe,United States,New York,North America
ORD-500427,2025-07-18,C-2014,User Name 2014,user_2014@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,7.72,Credit Card,United States,Ohio,North America
ORD-500428,2025-02-22,C-2069,User Name 2069,user_2069@example.com,Books,Biography,24.99,1,0.0,24.99,5.12,PayPal,United States,New York,North America
ORD-500429,2025-05-11,C-2185,User Name 2185,user_2185@example.com,Office Supplies,Paper Shredder,45.99,1,0.0,45.99,9.87,Debit Card,United States,New York,North America
ORD-500430,2026-05-23,C-2043,User Name 2043,user_2043@example.com,Office Supplies,Notebook,8.99,2,0.1,16.18,5.03,Debit Card,United States,New York,North America
ORD-500431,2026-03-17,C-2165,User Name 2165,user_2165@example.com,Office Supplies,Desk Organizer,19.99,3,0.2,47.98,16.39,Apple Pay,United States,Texas,North America
ORD-500432,2025-05-13,C-2061,User Name 2061,user_2061@example.com,Electronics,Monitor,189.99,2,0.0,379.98,82.82,Credit Card,United States,Georgia,North America
ORD-500433,2025-03-20,C-2034,User Name 2034,user_2034@example.com,Electronics,Wireless Mouse,29.99,1,0.0,29.99,10.31,PayPal,United States,Washington,North America
ORD-500434,2026-01-30,C-2049,User Name 2049,user_2049@example.com,Home Decor,Throw Pillow,15.99,1,0.0,15.99,5.29,PayPal,United States,Texas,North America
ORD-500435,2025-02-17,C-2101,User Name 2101,user_2101@example.com,Books,Biography,24.99,1,0.0,24.99,8.93,Stripe,United States,Ohio,North America
ORD-500436,2025-05-27,C-2171,User Name 2171,user_2171@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,12.62,Credit Card,United States,Georgia,North America
ORD-500437,2025-07-25,C-2108,User Name 2108,user_2108@example.com,Books,Cookbook,19.99,1,0.1,17.99,7.25,Debit Card,United States,Florida,North America
ORD-500438,2025-02-24,C-2111,User Name 2111,user_2111@example.com,Electronics,Keyboard,49.99,1,0.0,49.99,21.09,Apple Pay,United States,Georgia,North America
ORD-500439,2025-06-03,C-2046,User Name 2046,user_2046@example.com,Office Supplies,Gel Pens,5.99,1,0.2,4.79,1.58,Debit Card,United States,New York,North America
ORD-500440,2025-06-18,C-2013,User Name 2013,user_2013@example.com,Electronics,Webcam,59.99,1,0.0,59.99,29.5,Credit Card,United States,New York,North America
ORD-500441,2026-06-05,C-2084,User Name 2084,user_2084@example.com,Office Supplies,Gel Pens,5.99,1,0.0,5.99,1.82,Stripe,United States,California,North America
ORD-500442,2025-06-20,C-2080,User Name 2080,user_2080@example.com,Office Supplies,Paper Shredder,45.99,1,0.1,41.39,12.62,Credit Card,United States,Georgia,North America
ORD-500443,2026-06-11,C-2040,User Name 2040,user_2040@example.com,Home Decor,Wall Art,49.99,1,0.1,44.99,17.77,Debit Card,United States,Texas,North America
ORD-500444,2025-03-19,C-2113,User Name 2113,user_2113@example.com,Office Supplies,Notebook,8.99,2,0.0,17.98,8.77,Apple Pay,United States,Texas,North America
ORD-500445,2026-04-17,C-2147,User Name 2147,user_2147@example.com,Electronics,Webcam,59.99,1,0.0,59.99,28.9,Apple Pay,United States,Washington,North America
ORD-500446,2025-04-13,C-2099,User Name 2099,user_2099@example.com,Electronics,Webcam,59.99,1,0.0,59.99,22.45,Credit Card,United States,California,North America
ORD-500447,2026-05-01,C-2169,User Name 2169,user_2169@example.com,Books,Fiction Novel,14.99,1,0.0,14.99,5.69,Debit Card,United States,Washington,North America
ORD-500448,2025-02-24,C-2004,User Name 2004,user_2004@example.com,Office Supplies,Sticky Notes,3.99,1,0.0,3.99,1.9,Apple Pay,United States,California,North America
ORD-500449,2025-04-12,C-2163,User Name 2163,user_2163@example.com,Office Supplies,Gel Pens,5.99,1,0.0,5.99,2.01,PayPal,United States,Texas,North America
ORD-500450,2026-02-25,C-2027,User Name 2027,user_2027@example.com,Electronics,Keyboard,49.99,2,0.0,99.98,44.85,Stripe,United States,Pennsylvania,North America
ORD-500451,2026-02-06,C-2110,User Name 2110,user_2110@example.com,Electronics,Webcam,59.99,3,0.1,161.97,59.22,Apple Pay,United States,Florida,North America
ORD-500452,2025-05-02,C-2184,User Name 2184,user_2184@example.com,Office Supplies,Gel Pens,5.99,1,0.2,4.79,1.29,Debit Card,United States,Washington,North America
ORD-500453,2025-03-19,C-2074,User Name 2074,user_2074@example.com,Books,Biography,24.99,1,0.0,24.99,10.76,Debit Card,United States,Ohio,North America
ORD-500454,2025-09-20,C-2148,User Name 2148,user_2148@example.com,Office Supplies,Desk Organizer,19.99,2,0.1,35.98,17.08,PayPal,United States,California,North America
ORD-500455,2026-03-20,C-2111,User Name 2111,user_2111@example.com,Home Decor,Indoor Plant,22.99,1,0.0,22.99,4.94,Stripe,United States,Texas,North America
